Review,Brand,Variety,Style,Country,Stars,Count,Average
1790,Super,kimchi,Cup,Malaysia,4.5,155,4.154193548387097
1789,Cintan,mi segera mmm... perisa ayam cendawan,Pack,Malaysia,3.5,155,4.154193548387097
1788,Super,curry flavour noodles,Cup,Malaysia,3,155,4.154193548387097
1787,Pama,kua teaw segera,Pack,Malaysia,4,155,4.154193548387097
1785,Super,instant noodles black pepper crab mi goreng,Cup,Malaysia,3.5,155,4.154193548387097
1784,Torishi,hakata tonkotsu ramen,Pack,Japan,5,352,3.981605113636364
1781,MyKuali,penang hokkien prawn soup rice vermicelli (bihun),Bowl,Malaysia,5,155,4.154193548387097
1780,Pulmuone,non-fried noodle blackbean sauce noodle with squid,Pack,South Korea,4.5,307,3.7905537459283387
1779,Chering Chang,instant non-fried noodles tomato flavour,Pack,Taiwan,3.25,224,3.6654017857142853
1778,JML,spicy king spicy chicken,Pack,China,5,169,3.4218934911242602
1777,JML,supereme bowl noodles with stewed egg spicy flavour,Bowl,China,3.5,169,3.4218934911242602
1776,JML,spicy king bowl noodle spicy chicken,Bowl,China,5,169,3.4218934911242602
1775,JML,spicy king bowl noodle spicy beef,Bowl,China,4.25,169,3.4218934911242602
1774,JML,spicy king spicy pork,Pack,China,5,169,3.4218934911242602
1773,JML,supreme bowl noodles with stewed egg sour beans with pork flavour,Bowl,China,4,169,3.4218934911242602
1772,JML,spicy king spicy beef,Pack,China,5,169,3.4218934911242602
1771,JML,supreme bowl noodles with stewed egg braised beef flavour,Bowl,China,3.5,169,3.4218934911242602
1770,JML,spicy king bowl noodle spicy pork,Bowl,China,4.5,169,3.4218934911242602
1769,Mamee,chef lontong flavour,Pack,Malaysia,5,155,4.154193548387097
1768,New Touch,negi miso no ippin ramen,Bowl,Japan,5,352,3.981605113636364
1767,Mama,instant noodles shrimp tom yum flavour,Pack,Cambodia,4,5,4.2
1766,Paldo,bulnak boeummyun king noodle,Bowl,South Korea,3.5,307,3.7905537459283387
1763,Ishimaru,tuna flavor ramen,Pack,Japan,4.5,352,3.981605113636364
1762,Mom's Dry Noodle,sesame & pepper,Pack,Taiwan,4,224,3.6654017857142853
1760,New Touch,homestyle tonjiru,Bowl,Japan,4.5,352,3.981605113636364
1759,Nissin,cup noodles moo manao flavour,Cup,Thailand,4,191,3.384816753926702
1758,Vit's,duck instant noodles,Pack,Malaysia,3.5,155,4.154193548387097
1756,A-Sha Dry Noodle,veggie noodle carrot noodle with original sauce,Pack,Taiwan,4.25,224,3.6654017857142853
1755,Mama,oriental style instant noodles hot & spicy flavour,Pack,Bangladesh,4,7,3.7142857142857144
1754,Paldo,king bowl super spicy pan stirfried noodle,Bowl,South Korea,5,307,3.7905537459283387
1752,Kuriki,mayo ramen,Pack,Japan,4.75,352,3.981605113636364
1751,Mom's Dry Noodle,spicy & sour flavor,Pack,Taiwan,5,224,3.6654017857142853
1750,Mi Sedaap,instant cup mi kuah rasa soto,Cup,Indonesia,5,126,4.067460317460317
1749,Yum Yum,jumbo instant noodles tom yum kung creamy flavour,Pack,Thailand,5,191,3.384816753926702
1747,Vit's,curry instant noodles,Pack,Malaysia,3.5,155,4.154193548387097
1746,Marutai,ramen shoyu taste,Bowl,Japan,4.25,352,3.981605113636364
1744,A-Sha Dry Noodle,veggie noodle baby grass noodle with toona sauce,Pack,Taiwan,5,224,3.6654017857142853
1743,Mama,rangers snack noodles shrimp tom yum flavour,Pack,Myanmar,4.5,14,3.9464285714285716
1742,Aroi,curry me! penang white curry stir-fry noodle,Pack,Malaysia,4.5,155,4.154193548387097
1740,Master Kong,braised beef noodle,Pack,China,4.25,169,3.4218934911242602
1739,Nissin,raoh tanrei koku shio ramen,Bowl,Japan,4.5,352,3.981605113636364
1738,Little Cook,instant noodles shrimp tom yum flavour,Cup,Thailand,4.25,191,3.384816753926702
1737,Mi Sedaap,instant cup mi goreng,Cup,Indonesia,3.75,126,4.067460317460317
1736,Mamee,monster snek mi pedas,Pack,Malaysia,5,155,4.154193548387097
1735,Master Kong,tomato sauce instant noodle,Bowl,China,4,169,3.4218934911242602
1734,Koka,laksa singapura,Pack,Singapore,4.25,109,4.126146788990826
1732,Super,seafood flavour noodles,Cup,Malaysia,3.25,155,4.154193548387097
1731,Mama,instant noodles creamy shrimp tom yum flavour,Pack,Cambodia,5,5,4.2
1730,Wu-Mu,bbq pork flavor chow mein,Pack,Taiwan,4.5,224,3.6654017857142853
1729,Vedan,zan vegetarian instant noodle series shiitake mushroom flavour,Cup,Taiwan,2.75,224,3.6654017857142853
1728,Yamadai,tenobe somen,Bowl,Japan,3.25,352,3.981605113636364
1727,Wei Lih,jah jan men,Bowl,Taiwan,5,224,3.6654017857142853
1726,Vina Acecook,oh! ricey pho ga,Bowl,Vietnam,3,108,3.187962962962963
1725,A-Sha Dry Noodle,veggie noodle black sesame noodle,Pack,Taiwan,3.25,224,3.6654017857142853
1723,Baixiang Noodles,artificial beef instant noodles with soup base,Pack,China,3.75,169,3.4218934911242602
1722,CarJEN,otentiq cheezy curry instant noodles,Pack,Malaysia,4.5,155,4.154193548387097
1721,Salam Mie,mi goreng dengan abon,Pack,Indonesia,4.25,126,4.067460317460317
1720,Mamee,chef lontong flavour,Cup,Malaysia,5,155,4.154193548387097
1719,Wai Wai,grilled pork flavour instant noodles,Bowl,Thailand,2.5,191,3.384816753926702
1718,Vina Acecook,hao hao sate onion flavour,Cup,Vietnam,2.5,108,3.187962962962963
1716,Mama,instant noodles egg protein noodles,Pack,Myanmar,3.5,14,3.9464285714285716
1715,Yum Yum,instant noodles minced pork flavor,Pack,Thailand,3.75,191,3.384816753926702
1714,Master Kong,sichuan hot spicy fish,Pack,China,3.75,169,3.4218934911242602
1713,CarJEN,otentiq cheezy mushroom instant noodles,Pack,Malaysia,5,155,4.154193548387097
1712,Sakurai Foods,organic miso ramen,Pack,Japan,4.5,352,3.981605113636364
1711,Hao Way,vegetarian penang laksa,Pack,Malaysia,4,155,4.154193548387097
1710,Chering Chang,instant non-fried noodles vegetable curry flavor,Pack,Taiwan,5,224,3.6654017857142853
1706,Maggi,hot cup goreng perencah cili fiesta,Cup,Malaysia,4.75,155,4.154193548387097
1705,Premiere,gold bihun kari heritage instant rice vermicelli,Pack,Malaysia,4.5,155,4.154193548387097
1704,Baixiang Noodles,sour & spicy flavour,Pack,China,3.75,169,3.4218934911242602
1703,7 Select/Nissin,super tom yum shrimp,Cup,Thailand,3.5,191,3.384816753926702
1702,Samyang Foods,seafood noodle,Cup,Japan,2.75,352,3.981605113636364
1701,Sakurai Foods,organic shoyu ramen,Pack,Japan,4.25,352,3.981605113636364
1700,A-Sha Dry Noodle,hakka flat noodle with za jiang sauce,Pack,Taiwan,4,224,3.6654017857142853
1699,Vit's,mi goreng pedas chewy & springy,Pack,Malaysia,3.5,155,4.154193548387097
1696,Mama,cup yentafo tom yum mohfai,Cup,Thailand,5,191,3.384816753926702
1695,Mama,cup shrimp creamy tom yum,Cup,Thailand,5,191,3.384816753926702
1694,Mama,instant rice vermicelli bihun goreng original flavour,Pack,Thailand,4.75,191,3.384816753926702
1693,Mama,instant noodles coconut milk flavour,Cup,Myanmar,5,14,3.9464285714285716
1692,Mama,oriental style instant noodles chicken flavour,Pack,Bangladesh,3.25,7,3.7142857142857144
1691,Mama,instant cup noodles minced prok flavor,Cup,Thailand,3.5,191,3.384816753926702
1690,Wugudaochang,sour bamboo shoot & beef if hot pot flavor noodles,Bowl,China,4,169,3.4218934911242602
1689,Wugudaochang,tomato beef brisket flavor purple potato noodle,Pack,China,5,169,3.4218934911242602
1688,Wugudaochang,sea tangle & sparerins flavor noodles,Bowl,China,3.75,169,3.4218934911242602
1687,Wugudaochang,chef's grains millet noodle,Pack,China,3.75,169,3.4218934911242602
1686,Wugudaochang,chef's grains buckwheat noodle,Pack,China,3.5,169,3.4218934911242602
1685,Wugudaochang,chef's grains pea noodle,Pack,China,4,169,3.4218934911242602
1684,Wugudaochang,sichuan pepper & chicken flavor noodle,Bowl,China,4.5,169,3.4218934911242602
1683,Wugudaochang,sour soup & minced meat flavor chef's grain naked oat noodles,Pack,China,5,169,3.4218934911242602
1682,Wugudaochang,sour bamboo shoot & beef if hot pot flavor noodles,Pack,China,4,169,3.4218934911242602
1681,Wugudaochang,sea tangle & sparerins flavor noodles,Bowl,China,3.75,169,3.4218934911242602
1680,Aroi,curry me! penang white curry soup noodle,Pack,Malaysia,4.5,155,4.154193548387097
1679,Ten-In,veggie world vegetarian braised beef instant noodles,Bowl,Taiwan,3.5,224,3.6654017857142853
1677,Paldo,raobokki noodle (export version),Pack,South Korea,5,307,3.7905537459283387
1676,A1,emporer herbs chicken noodle,Pack,Malaysia,4.25,155,4.154193548387097
1675,Baixiang Noodles,sauerkraut flavor,Pack,China,4.5,169,3.4218934911242602
1674,Emart,dare you! habanero ramen (new edition),Cup,South Korea,3.5,307,3.7905537459283387
1673,Lishan Food Manufacturing,black cock brand vegetarian chicken noodle,Pack,Taiwan,3.5,224,3.6654017857142853
1671,Ah Lai,penang favourite white curry rice vermicelli,Pack,Malaysia,5,155,4.154193548387097
1670,Tropicana Slim,less fat noodles grilled chicken,Pack,Indonesia,3.75,126,4.067460317460317
1669,A-One,mi ly instant noodles mi chay vegetarian flavor,Cup,Vietnam,1.25,108,3.187962962962963
1668,Mama,cup rice vermicelli with clear soup,Cup,Thailand,3.5,191,3.384816753926702
1667,Deshome,aloe thin noodles with camelia oil vegetable sauce flavor,Pack,Taiwan,5,224,3.6654017857142853
1666,Vifon,curry instant noodle with chicken,Cup,Vietnam,3,108,3.187962962962963
1665,Paldo Vina,koreno premium mushroom flavor,Pack,Vietnam,1.5,108,3.187962962962963
1664,Mamee,oriental noodles prawn flavor,Pack,Malaysia,2,155,4.154193548387097
1663,Vina Acecook,king chef authentic kimchi flavour,Pack,Vietnam,4,108,3.187962962962963
1662,Mama,non-fried instant noodles ramen tonkotsu flavor,Pack,Thailand,5,191,3.384816753926702
1661,Chencun,senior food rice noodle fragrant peppery beef,Cup,China,3.75,169,3.4218934911242602
1660,Sau Tao,ho fan wonton soup flavored,Pack,Hong Kong,3,137,3.8018248175182485
1659,United,xi gon satay onion flavor,Pack,Vietnam,2.75,108,3.187962962962963
1658,ChoripDong,hurricane rice cake (topokki),Bowl,South Korea,5,307,3.7905537459283387
1656,Mama,jokcup instant porridge soup seafood flavour,Cup,Thailand,3.5,191,3.384816753926702
1655,Baijia,artificial pickled vegetable beef flavor,Pack,China,3,169,3.4218934911242602
1654,MyOri,malaysia penang white curry noodle super spicy,Pack,Malaysia,5,155,4.154193548387097
1653,MyOri,malaysia penang green curry rice vermicelli,Pack,Malaysia,5,155,4.154193548387097
1652,MyOri,malaysia penang white curry noodle original,Pack,Malaysia,5,155,4.154193548387097
1651,Ruski,chicken flavour instant noodles,Pack,Malaysia,3.75,155,4.154193548387097
1650,Ottogi,sesame flavor ramen korean style instant noodle,Pack,South Korea,4.25,307,3.7905537459283387
1649,Master Kong,seafood flavour instant cooking noodles,Pack,China,4.25,169,3.4218934911242602
1648,Wei Lih,instant noodles with onion flavour,Pack,Taiwan,4.25,224,3.6654017857142853
1646,New Way,spaghetti instant noodles,Tray,Vietnam,4,108,3.187962962962963
1645,Lucky Me!,supreme jjamppong korean style spicy seafood soup,Bowl,Philippines,3.75,47,3.3297872340425534
1644,Hao Way,vegetarian penang laksa instant bowl noodles,Bowl,Malaysia,2,155,4.154193548387097
1643,Emart,dare you! habanero jjajang ramen,Cup,South Korea,3.5,307,3.7905537459283387
1640,Long Jun Hang,taiwan dried noodles with onion oil sauce,Pack,Taiwan,2,224,3.6654017857142853
1639,Pama,bihun creamy tom yam flavour,Cup,Malaysia,3.75,155,4.154193548387097
1638,A-Sha Dry Noodle,veggie noodle tomato noodle with vine ripened tomato sauce,Pack,Taiwan,5,224,3.6654017857142853
1635,Wai Wai,quick zabb tom klong flavour instant noodles,Pack,Thailand,2.75,191,3.384816753926702
1634,Samyang Foods,shoyu noodle,Cup,South Korea,3.5,307,3.7905537459283387
1633,A-One,mi ly instant noodles mi bo beef flavor,Cup,Vietnam,3.5,108,3.187962962962963
1632,Cintan,mi segera mmm... perisa kari,Pack,Malaysia,3,155,4.154193548387097
1631,Nissin,donbei tempura soba mini,Bowl,Japan,4,352,3.981605113636364
1630,Nongshim,korean clay pot ramyun,Bowl,China,2.5,169,3.4218934911242602
1629,Hao Way,penang laksa instant bowl noodles,Bowl,Malaysia,3.5,155,4.154193548387097
1627,Vedan,wei wei a instant noodles hot beef flavour,Bowl,Taiwan,2.5,224,3.6654017857142853
1626,Nissin,gonbuto kistune udon,Bowl,Japan,2.75,352,3.981605113636364
1625,Mama,instant rice noodle soup spicy shrimp flavour,Bowl,Thailand,5,191,3.384816753926702
1624,Baixiang Noodles,artificial pork flavour,Pack,China,3,169,3.4218934911242602
1623,MyKuali,penang white curry noodle (new improved tatse),Pack,Malaysia,5,155,4.154193548387097
1621,Myojo,menwhite creamy tonkotsu,Bowl,Japan,3,352,3.981605113636364
1620,Premiere,gold penang asam laksa bihun,Pack,Malaysia,3.25,155,4.154193548387097
1619,Nissin,chu qian yi ding tom yum instant noodles with soup base,Pack,Singapore,3.75,109,4.126146788990826
1618,Deshome,aloe this noodles with camellia oil spicy bean sauce flavor,Pack,Taiwan,2.5,224,3.6654017857142853
1617,MyKuali,penang hokkien prawn noodle (new improved taste),Pack,Malaysia,5,155,4.154193548387097
1616,Unif-100,instant noodles artificial spicy beef flavor (new package),Pack,China,3.5,169,3.4218934911242602
1615,Hankow,shanghai kaiyang noodle,Pack,China,4,169,3.4218934911242602
1614,The Bridge,penang white curry noodle,Pack,Malaysia,5,155,4.154193548387097
1613,Maruchan,kaoru maitake tempura udon,Bowl,Japan,3.25,352,3.981605113636364
1611,Lucky Me!,supreme seafood flavor big cup,Bowl,Philippines,4,47,3.3297872340425534
1610,Paldo Vina,koreno premium ginseng flavor,Pack,Vietnam,3,108,3.187962962962963
1609,Mitoku,brown rice ramen,Pack,Japan,0.25,352,3.981605113636364
1608,Hao Way,penang vegetarian prawn instant noodles,Pack,Malaysia,4.5,155,4.154193548387097
1607,Myojo,nyumen desse shoyu,Bowl,Japan,2.75,352,3.981605113636364
1606,Maggi,perencah kari letup mi segera,Pack,Malaysia,4,155,4.154193548387097
1605,Nissin,demae iccho mushroom with vegetables flavour macaroni,Pack,Hong Kong,3.5,137,3.8018248175182485
1604,Unzen,mushroom honpo shiitake nutritious noodle,Pack,Japan,1,352,3.981605113636364
1603,Salam Mie,mi goreng ala jawa dengan sambal cabe asli,Pack,Indonesia,5,126,4.067460317460317
1602,Vina Acecook,mikochi tom yum flavor instant noodles,Pack,Vietnam,3.5,108,3.187962962962963
1601,Nongshim,jinjja jinjja (new),Pack,South Korea,5,307,3.7905537459283387
1600,Chering Chang,instant non-fried noodles shallot pork flavour,Pack,Taiwan,5,224,3.6654017857142853
1599,Nissin,top ramen super noodles tomato,Pack,India,3.5,31,3.3951612903225805
1598,Mama,cup rice vermicelli shrimp creamy tom yum,Cup,Thailand,4,191,3.384816753926702
1596,Uncle Sun,white curry noodle more spicy,Pack,Malaysia,3,155,4.154193548387097
1595,JML,emporer instant noodles spicy chicken,Pack,China,5,169,3.4218934911242602
1594,Acecook,jan jan dashi shoyu yakisoba,Cup,Japan,2.25,352,3.981605113636364
1593,Nongshim,tteokgukmyun,Pack,South Korea,4.25,307,3.7905537459283387
1592,Mom's Dry Noodle,vegan chilli with sesame sauce,Pack,Taiwan,5,224,3.6654017857142853
1591,Mi E-Zee,perisa sayuran,Pack,Malaysia,3.5,155,4.154193548387097
1590,Mi E-Zee,perisa kari sayuran,Pack,Malaysia,3.75,155,4.154193548387097
1589,E-mi,mi perencah ayam jagung,Pack,Malaysia,3.75,155,4.154193548387097
1588,Mi E-Zee,perisa bayam,Pack,Malaysia,3.5,155,4.154193548387097
1586,J.J.,snek mi perisa ayam,Pack,Malaysia,3.75,155,4.154193548387097
1585,CarJEN,nyonya curry laksa,Pack,Malaysia,5,155,4.154193548387097
1584,E-mi,mi perencah asam pedas,Pack,Malaysia,3.75,155,4.154193548387097
1583,J.J.,snek mi perisa bbq,Pack,Malaysia,4,155,4.154193548387097
1582,Mi E-Zee,perisa kari / curry flavour,Pack,Malaysia,4,155,4.154193548387097
1581,United,3 con tom instant noodles thailand sour shrimp flavor,Pack,Vietnam,2.75,108,3.187962962962963
1580,Emart,dare you! habanero ramen (new edition),Pack,South Korea,3.75,307,3.7905537459283387
1579,Curry Prince,penang authentic white curry noodle,Pack,Malaysia,4,155,4.154193548387097
1578,Nissin,gonbuto tempura udon,Bowl,Japan,4,352,3.981605113636364
1577,Mama,pork flavour whole wheat noodle,Pack,Thailand,3.75,191,3.384816753926702
1576,Maggi,authentic indian noodles vegetable atta masala,Pack,India,3.75,31,3.3951612903225805
1575,Paldo,jjajangmen chajang noodle king bowl,Bowl,South Korea,5,307,3.7905537459283387
1574,Chering Chang,steam vegetarian flavor noodles,Pack,Taiwan,3.5,224,3.6654017857142853
1573,Hao Way,penang white curry instant bowl noodles,Bowl,Malaysia,4.75,155,4.154193548387097
1572,Master Kong,artificial seafood flavor instant noodle,Pack,China,3.75,169,3.4218934911242602
1571,Econsave,choice instant noodles curry flavour,Pack,Malaysia,3.5,155,4.154193548387097
1570,Maruchan,"big cup ramen corn, salt & butter flavor",Bowl,Japan,5,352,3.981605113636364
1569,Maggi,mi goreng perencah kari ori,Pack,Malaysia,4,155,4.154193548387097
1568,Mama,instant noodles cup beef flavour,Cup,Thailand,3.5,191,3.384816753926702
1567,Nissin,emergency cup noodle,Cup,Japan,4.25,352,3.981605113636364
1566,Nissin,cup noodles tomato enjoy noodles with hot soup,Cup,India,3.25,31,3.3951612903225805
1565,Oyatsu,baby star snack noodle chicken flavour,Pack,Japan,2.5,352,3.981605113636364
1564,A-One,mã¬ ly instant noodles mã¬ thá»‹t xã o pork flavor,Cup,Vietnam,3,108,3.187962962962963
1562,Koka,purple wheat noodles soy & vinegar flavor,Pack,Singapore,2.75,109,4.126146788990826
1561,Uncle Sun,white curry noodle,Pack,Malaysia,4.5,155,4.154193548387097
1560,Kin-Dee,instant rice noodle spicy seafood,Tray,Thailand,3.75,191,3.384816753926702
1559,Master Kong,spicy beef flavor instant noodle,Pack,China,4,169,3.4218934911242602
1557,Hao Way,penang laksa ,Pack,Malaysia,3.5,155,4.154193548387097
1556,Ching's Secret,hot garlic instant noodles,Pack,India,3.75,31,3.3951612903225805
1553,Mamee,mi segera perisa itik,Pack,Malaysia,3.75,155,4.154193548387097
1552,Bamee,oriental style instant noodles pa-lo duck flavour,Pack,Thailand,3.5,191,3.384816753926702
1551,Myojo,men black seafood tonkotsu,Bowl,Japan,3.5,352,3.981605113636364
1550,Ibumie,penang white currymee,Pack,Malaysia,5,155,4.154193548387097
1548,Samyang Foods,curry noodle,Cup,Japan,3.75,352,3.981605113636364
1547,Vedan,volcano spicy pork noodle,Bowl,Taiwan,4.25,224,3.6654017857142853
1546,Nissin,demae rice vermicelli beef flavour,Pack,Hong Kong,3.5,137,3.8018248175182485
1545,Nanyang Chef,penang asam pedas hot & sour noodle,Pack,Malaysia,5,155,4.154193548387097
1543,Maggi,2 minute noodles hungrooo masala spicy,Pack,India,3.75,31,3.3951612903225805
1542,Koka,noodles beef flavour,Cup,Singapore,2.5,109,4.126146788990826
1541,Wu-Mu,steam pork flavour,Pack,Taiwan,3.75,224,3.6654017857142853
1540,Unif-100,instant noodles artificial shallot beef flavour,Pack,China,4.25,169,3.4218934911242602
1539,New Touch,kimchi noodle,Bowl,Japan,3.5,352,3.981605113636364
1538,Sau Tao,oat noodle tomato soup flavored,Pack,Hong Kong,4.5,137,3.8018248175182485
1537,Wai Wai,quick zabb chili paste tom yum flavour instant noodles,Pack,Thailand,3.75,191,3.384816753926702
1536,Paldo Vina,koreno premium shrimp flavor,Pack,Vietnam,3.25,108,3.187962962962963
1535,Sau Tao,oat noodle pork rib flavored,Pack,Hong Kong,3.5,137,3.8018248175182485
1534,Vit's,seafood instant noodles,Pack,Malaysia,3.75,155,4.154193548387097
1533,Miliket,sate flavor instant noodles,Pack,Vietnam,3.75,108,3.187962962962963
1532,Lucky Me!,special instant noodles jjamppong flavor,Pack,Philippines,4.5,47,3.3297872340425534
1531,Lucky Me!,special instant sopas chicken flavor,Pack,Philippines,3.75,47,3.3297872340425534
1530,Lucky Me!,spicy beef mami instant noodle soup,Pack,Philippines,4,47,3.3297872340425534
1529,Lucky Me!,special instant curly spaghetti with yummy red sauce,Pack,Philippines,4,47,3.3297872340425534
1528,Lucky Me!,supreme pinoy chicken instant noodles,Cup,Philippines,3.25,47,3.3297872340425534
1527,Lucky Me!,special baked mac style instant macaroni,Pack,Philippines,4.5,47,3.3297872340425534
1526,Lucky Me!,la paz batchoy instant noodle soup,Pack,Philippines,3.75,47,3.3297872340425534
1525,Pama,instant kua teow tom yam,Cup,Malaysia,3.75,155,4.154193548387097
1524,Nissin,chu qian yi ding spicy sesame flavour instant noodles with soup base,Pack,Singapore,3.5,109,4.126146788990826
1523,Paldo,jjamppong seafood noodle king bowl,Bowl,South Korea,5,307,3.7905537459283387
1522,Vifon,instant porridge seafood flavour,Pack,Vietnam,3.25,108,3.187962962962963
1521,Maruchan,gotsumori sauce yakisoba,Tray,Japan,5,352,3.981605113636364
1520,Yum Yum,oriental style instant noodles wasabi flavour,Pack,Thailand,3,191,3.384816753926702
1519,Ching's Secret,manchurian instant noodles,Pack,India,3.5,31,3.3951612903225805
1518,Mamee,chef gold recipe bihun kari seribu rasa,Pack,Malaysia,4.5,155,4.154193548387097
1516,Men-Sunaoshi,miso ramen,Pack,Japan,3.75,352,3.981605113636364
1515,Nongshim,neoguri udon seafood & mild,Pack,South Korea,4,307,3.7905537459283387
1514,Maggi,royale penang seafood curry,Pack,Malaysia,4.5,155,4.154193548387097
1513,Mama,instant noodles tom yum pork flavour,Pack,Thailand,4,191,3.384816753926702
1512,Chewy,japanese fried ramen noodles kyoto barbecue sauce flavour,Pack,Hong Kong,1.75,137,3.8018248175182485
1511,Long Jun Hang,tainan yi mien with sesame oil sauce,Pack,Taiwan,3.25,224,3.6654017857142853
1510,Knorr,quick serve macaroni wonton broth,Pack,Hong Kong,3.25,137,3.8018248175182485
1509,Nissin,donbei kitsune udon mini,Bowl,Japan,3.5,352,3.981605113636364
1508,Mamee,chef gold recipe mi kari seribu rasa,Pack,Malaysia,5,155,4.154193548387097
1507,Nissin,chu qian yi ding prawn flavour instant noodles with soup base,Pack,Singapore,3.5,109,4.126146788990826
1506,Nissin,cup noodles mug noodles spicy vegetable,Pack,India,3.75,31,3.3951612903225805
1504,Master Kong,stewed beef flavor cooking noodle,Pack,China,4.25,169,3.4218934911242602
1502,JML,artificial pork flavor noodles,Pack,China,4,169,3.4218934911242602
1501,Acecook,ohmori chukafu yakisoba,Tray,Japan,3.25,352,3.981605113636364
1500,MyKuali,penang red tom yum goong noodle,Pack,Malaysia,5,155,4.154193548387097
1499,United,instant noodles xi gon artificial stewed beef flavor,Pack,Vietnam,3.25,108,3.187962962962963
1498,Samyang Foods,sogokimyun hot flavor noodle soup,Pack,South Korea,3.5,307,3.7905537459283387
1496,Master Kong,mianba pork ribs flavor instant noodles,Pack,China,4.5,169,3.4218934911242602
1495,Super,instant noodles mee goreng,Cup,Malaysia,3.75,155,4.154193548387097
1494,Indomie,pop mie chicken flavour cup noodles,Cup,Indonesia,3.5,126,4.067460317460317
1493,Maruchan,magomi-an kitsune udon (eastern japan flavor),Bowl,Japan,4.25,352,3.981605113636364
1492,Wai Wai,quick zabb tom yum shrimp flavour instant noodles,Pack,Thailand,4,191,3.384816753926702
1491,Ottogi,potato ramen,Pack,South Korea,3.75,307,3.7905537459283387
1489,Maggi,multigrainz noodles spice remix,Pack,India,3.25,31,3.3951612903225805
1488,Mom's Dry Noodle,sichuan spicy flavor,Pack,Taiwan,5,224,3.6654017857142853
1486,Mom's Dry Noodle,onion oil & shrimp flavor,Pack,Taiwan,5,224,3.6654017857142853
1484,Ibumie,mee baa..gus mi goreng spicier original flavour,Pack,Malaysia,3.75,155,4.154193548387097
1483,Four Seas,hot & spicy instant noodle (mushroom & beef flavour),Pack,Hong Kong,4,137,3.8018248175182485
1482,Maruchan,i want to eat ramen' shoyu flavor,Pack,Japan,4,352,3.981605113636364
1481,Master Kong,mushroom stew chicken ramen,Pack,China,3.5,169,3.4218934911242602
1480,Paldo,jjol bibim men,Pack,South Korea,4,307,3.7905537459283387
1478,Ruski,tom yam flavour instant noodles,Pack,Thailand,4,191,3.384816753926702
1477,Mama,instant noodles moo nam tok flavour,Pack,Thailand,4,191,3.384816753926702
1475,Bamee,cup oriental style instant noodles chicken flavour,Cup,Thailand,3.25,191,3.384816753926702
1474,Mama,instant noodle shrimp tom yum flavour jumbo pack,Pack,Thailand,4,191,3.384816753926702
1473,Mama,instant cup noodles shrimp tom yum flavour (extreme),Cup,Thailand,5,191,3.384816753926702
1472,Ruski,chicken masala flavour instant fried noodles,Pack,Thailand,3.75,191,3.384816753926702
1471,Mama,instant noodles shrimp creamy tom yum flavour jumbo pack,Pack,Thailand,5,191,3.384816753926702
1470,Mama,instant cup noodles spicy cheese flavour,Cup,Thailand,3.5,191,3.384816753926702
1468,Mama,instant cup noodles seafood pad kee mao flavour,Cup,Thailand,5,191,3.384816753926702
1467,Ruski,creamy tom yam instant noodles,Pack,Thailand,4.5,191,3.384816753926702
1466,Mama,oriental style instant noodles green curry flavour jumbo pack,Pack,Thailand,5,191,3.384816753926702
1464,Nanyang Chef,penang white curry noodle with nanyang chilli paste,Pack,Malaysia,4.75,155,4.154193548387097
1462,Wei Lih,steam instant noodles korean salt & rib soup flavour,Bowl,Taiwan,2.25,224,3.6654017857142853
1461,Nissin,cup noodles black pepper crab flavour,Cup,Singapore,4,109,4.126146788990826
1460,Nissin,premium instant noodles spicy beef flavour,Pack,Singapore,3.75,109,4.126146788990826
1459,Nissin,cup noodles tom yam veg flavour,Cup,Singapore,4,109,4.126146788990826
1458,Nissin,premium instant noodles roasted beef flavour,Bowl,Singapore,3.75,109,4.126146788990826
1457,Nissin,chu qian yi ding sesame oil flavour,Pack,Singapore,3.75,109,4.126146788990826
1456,Nissin,cup noodles chicken flavour,Cup,Singapore,3.5,109,4.126146788990826
1455,Nissin,premium instant noodles xo sauce seafood flavour,Pack,Singapore,3.75,109,4.126146788990826
1454,Nissin,cup noodles chilli crab flavour,Cup,Singapore,4,109,4.126146788990826
1453,Nissin,japanese ramen kyushu black instant noodles with soup base,Pack,Singapore,5,109,4.126146788990826
1452,Nissin,premium instant noodles spicy beef flavour,Bowl,Singapore,3.75,109,4.126146788990826
1451,Nissin,cup noodles tom yam seafood flavour,Cup,Singapore,4,109,4.126146788990826
1450,Nissin,japanese ramen tokyo shoyu instant noodles with soup base,Pack,Singapore,5,109,4.126146788990826
1449,Nissin,cup noodles seafood curry flavour,Cup,Singapore,4,109,4.126146788990826
1448,Nissin,premium instant noodles roasted beef flavour,Pack,Singapore,4.25,109,4.126146788990826
1447,Nissin,cup noodles cream of chicken flavour,Cup,Singapore,4,109,4.126146788990826
1446,Myojo,ippei-chan jumbo night market style yakisoba,Tray,Japan,4.5,352,3.981605113636364
1445,MyKuali,penang hokkien prawn noodle,Pack,Malaysia,5,155,4.154193548387097
1442,Maggi,2 minute noodles tom yam flavour,Pack,Singapore,3.5,109,4.126146788990826
1440,Wu-Mu,dried noodle with beef flavor sauce,Pack,Taiwan,3,224,3.6654017857142853
1439,Adabi,mi segera mi goreng pedas instant noodles,Pack,Malaysia,3.5,155,4.154193548387097
1438,Maruchan,old style miso ramen,Pack,Japan,3.5,352,3.981605113636364
